Wall time,Step,Value
1618557357.8814046,122,30.5
1618557358.11226,154,19.25
1618557358.569391,204,17.0
1618557359.0160792,263,16.4375
1618557359.4577773,319,15.949999809265137
1618557359.7524028,358,14.916666984558105
1618557360.3482049,435,15.535714149475098
1618557360.6340153,470,14.6875
1618557362.086636,653,18.13888931274414
1618557362.5621953,716,17.899999618530273
1618557363.1327505,793,18.022727966308594
1618557364.15899,918,19.125
1618557364.315897,941,18.096153259277344
1618557364.4467707,959,17.125
1618557364.6806664,995,16.58333396911621
1618557365.462466,1084,16.9375
1618557365.6365898,1110,16.323530197143555
1618557365.9531066,1153,16.01388931274414
1618557366.4933627,1226,16.13157844543457
1618557367.090225,1303,16.287500381469727
1618557367.2215447,1323,15.75
1618557368.326334,1462,16.613636016845703
1618557368.5892031,1502,16.326086044311523
1618557368.7284405,1522,15.854166984558105
1618557369.169426,1578,15.779999732971191
1618557369.256379,1593,14.710000038146973
1618557369.399835,1613,14.59000015258789
1618557369.8143725,1660,14.5600004196167
1618557370.4162576,1731,14.680000305175781
1618557370.807321,1784,14.649999618530273
1618557370.967363,1809,14.510000228881836
1618557371.3445923,1854,14.1899995803833
1618557371.598829,1887,14.170000076293945
1618557372.0085819,1928,12.75
1618557372.4714003,1989,12.729999542236328
1618557373.0070899,2039,12.460000038146973
1618557373.350058,2075,11.569999694824219
1618557374.2833204,2191,12.5
1618557375.3602324,2319,13.600000381469727
1618557375.847689,2377,13.819999694824219
1618557375.977699,2392,13.079999923706055
1618557376.3894973,2436,13.260000228881836
1618557376.9410186,2502,13.489999771118164
1618557377.3067226,2553,13.270000457763672
1618557377.758098,2610,13.069999694824219
1618557378.5547166,2695,13.720000267028809
1618557379.2203453,2773,13.109999656677246
1618557380.2498624,2911,14.09000015258789
1618557380.2900848,2920,13.979999542236328
1618557380.569215,2949,13.710000038146973
1618557380.9644725,2994,14.010000228881836
1618557381.5475295,3066,14.529999732971191
1618557382.6657932,3186,15.260000228881836
1618557382.9824235,3228,14.970000267028809
1618557383.224861,3256,14.720000267028809
1618557383.784474,3323,15.140000343322754
1618557384.227993,3373,15.1899995803833
1618557384.8182478,3451,15.640000343322754
1618557385.4136288,3522,15.9399995803833
1618557386.3075945,3622,16.329999923706055
1618557386.3957899,3637,15.979999542236328
1618557387.5712862,3769,16.940000534057617
1618557387.7932124,3795,16.040000915527344
1618557388.1350648,3844,15.25
1618557389.2030237,3969,15.920000076293945
1618557389.500107,3999,16.06999969482422
1618557389.7867296,4034,15.979999542236328
1618557390.2387624,4088,15.859999656677246
1618557390.8145974,4148,15.949999809265137
1618557391.5351605,4242,16.31999969482422
1618557391.6820745,4265,15.699999809265137
1618557392.5104172,4360,15.869999885559082
1618557393.0028648,4415,15.039999961853027
1618557393.3864026,4470,15.5
1618557393.5764298,4499,15.5
1618557394.0429204,4554,15.600000381469727
1618557394.2700508,4588,15.220000267028809
1618557395.1994543,4695,15.09000015258789
1618557395.6758537,4749,15.210000038146973
1618557396.0828586,4791,15.350000381469727
1618557396.153158,4804,14.8100004196167
1618557396.5630076,4854,14.8100004196167
1618557396.8750865,4898,14.470000267028809
1618557397.1603658,4933,14.109999656677246
1618557397.8214202,5022,14.0
1618557398.0637171,5050,14.130000114440918
1618557398.687941,5121,13.520000457763672
1618557398.9914143,5156,13.609999656677246
1618557399.639518,5240,13.960000038146973
1618557400.1881177,5310,13.40999984741211
1618557400.8741193,5391,13.920000076293945
1618557401.8551853,5500,14.65999984741211
1618557402.3739915,5564,14.760000228881836
1618557403.6752133,5708,15.600000381469727
1618557403.9420943,5746,15.039999961853027
1618557404.3614957,5791,15.260000228881836
1618557405.3751729,5893,15.329999923706055
1618557406.1187246,5978,15.630000114440918
1618557406.3177383,6001,15.3100004196167
1618557406.5120282,6026,15.270000457763672
1618557406.8068776,6059,15.050000190734863
1618557407.0379727,6086,14.979999542236328
1618557407.1032546,6095,14.0
1618557407.8657875,6171,14.220000267028809
1618557408.4503353,6252,14.609999656677246
1618557408.7164476,6291,14.869999885559082
1618557408.9602895,6325,14.710000038146973
1618557409.6325717,6416,15.180000305175781
1618557410.350264,6510,15.770000457763672
1618557410.658569,6554,15.319999694824219
1618557411.4134202,6650,16.0
1618557411.9025915,6703,15.819999694824219
1618557412.4506958,6769,16.1299991607666
1618557412.8545997,6829,15.890000343322754
1618557413.2602189,6887,15.770000457763672
1618557413.7951586,6962,15.710000038146973
1618557414.6651025,7081,15.8100004196167
1618557415.5368342,7202,16.3799991607666
1618557415.574311,7211,15.029999732971191
1618557415.756328,7239,14.930000305175781
1618557416.1513455,7298,15.069999694824219
