Wall time,Step,Value
1618557416.4431834,7342,14.489999771118164
1618557416.9792497,7418,14.399999618530273
1618557417.1523945,7444,14.430000305175781
1618557417.710022,7521,14.949999809265137
1618557418.0791204,7572,15.130000114440918
1618557418.5072174,7634,15.479999542236328
1618557418.7023883,7663,15.680000305175781
1618557419.3709004,7755,15.84000015258789
1618557420.0757296,7854,16.020000457763672
1618557420.7339237,7941,16.5
1618557420.8751264,7964,16.389999389648438
1618557421.1219177,8001,15.850000381469727
1618557421.3990567,8042,15.319999694824219
1618557421.5644476,8067,15.130000114440918
1618557422.2951977,8167,15.170000076293945
1618557423.0193357,8269,15.65999984741211
1618557423.489184,8335,15.65999984741211
1618557423.5693057,8350,15.210000038146973
1618557423.9180446,8400,15.130000114440918
1618557424.203846,8441,14.789999961853027
1618557424.3141403,8459,13.779999732971191
1618557425.4387236,8610,14.079999923706055
1618557425.9632893,8683,14.720000267028809
1618557426.3046753,8733,14.9399995803833
1618557426.6925485,8788,14.899999618530273
1618557426.8837829,8817,14.75
1618557426.9897635,8836,14.180000305175781
1618557427.4078205,8895,14.510000228881836
1618557427.501371,8911,13.899999618530273
1618557427.8223782,8956,13.84000015258789
1618557428.2020206,9011,13.770000457763672
1618557428.9618883,9119,14.5600004196167
1618557429.6226363,9212,14.569999694824219
1618557429.8956258,9251,13.970000267028809
1618557431.5967255,9483,15.420000076293945
1618557432.2801073,9581,16.170000076293945
1618557432.7144272,9641,16.399999618530273
1618557433.369398,9730,16.8799991607666
1618557433.6117115,9765,16.979999542236328
1618557433.90708,9807,16.399999618530273
1618557434.0959513,9837,15.680000305175781
1618557434.6932755,9919,15.84000015258789
1618557434.8628783,9946,15.960000038146973
