Wall time,Step,Value
1618569809.8852262,2500,-0.4238720238208771
1618569827.7791295,5000,-0.2625589370727539
1618569845.5616298,7500,-0.2783755958080292
1618569863.4004653,10000,-0.19967389106750488
1618569881.2585154,12500,-0.33149299025535583
1618569899.0663528,15000,-0.25110021233558655
1618569917.2718186,17500,-0.18046905100345612
1618569936.5134907,20000,0.4898049533367157
1618569955.3381174,22500,1.0348461866378784
1618569973.6946375,25000,1.6575340032577515
1618569992.7220066,27500,2.281703472137451
1618570011.3753142,30000,3.16031551361084
1618570030.141096,32500,3.5694329738616943
1618570048.643485,35000,3.998687267303467
1618570067.0678198,37500,5.224404811859131
1618570085.5293982,40000,5.771948337554932
1618570104.009362,42500,5.568978786468506
1618570122.4611752,45000,6.643050193786621
1618570140.966491,47500,8.605620384216309
1618570159.621421,50000,9.24174976348877
1618570178.092777,52500,10.903037071228027
1618570196.619722,55000,11.306221961975098
1618570215.0724416,57500,12.027234077453613
1618570235.4364429,60000,11.749298095703125
1618570254.6291437,62500,11.936226844787598
1618570273.6463003,65000,12.426209449768066
1618570292.3173287,67500,14.16416072845459
1618570311.9408014,70000,14.766512870788574
1618570332.0094573,72500,14.725665092468262
1618570350.6143775,75000,14.725665092468262
1618570369.1100924,77500,18.488550186157227
1618570387.9898744,80000,17.266389846801758
1618570407.7374952,82500,15.288768768310547
1618570426.722328,85000,15.156542778015137
1618570445.2659264,87500,15.279281616210938
1618570463.7318945,90000,14.794146537780762
1618570482.3385267,92500,14.488703727722168
1618570501.1043828,95000,14.424636840820312
1618570519.7493947,97500,13.603811264038086
1618570538.3889,100000,15.377811431884766
