Wall time,Step,Value
1618557357.8815444,122,0.8841000199317932
1618557358.1124158,154,0.8536999821662903
1618557358.5694895,204,0.8062000274658203
1618557359.016178,263,0.7501500248908997
1618557359.4578967,319,0.6969500184059143
1618557359.7525005,358,0.6599000096321106
1618557360.3483028,435,0.5867499709129333
1618557360.6341178,470,0.5534999966621399
1618557362.0867329,653,0.3796499967575073
1618557362.5623093,716,0.3197999894618988
1618557363.1328511,793,0.24664999544620514
1618557364.1590989,918,0.12790000438690186
1618557364.315995,941,0.10604999959468842
1618557364.4468682,959,0.08895000070333481
1618557364.6807654,995,0.054749999195337296
1618557365.462564,1084,0.05000000074505806
1618557365.6366863,1110,0.05000000074505806
1618557365.9532063,1153,0.05000000074505806
1618557366.4934602,1226,0.05000000074505806
1618557367.0903223,1303,0.05000000074505806
1618557367.2216845,1323,0.05000000074505806
1618557368.3264334,1462,0.05000000074505806
1618557368.589305,1502,0.05000000074505806
1618557368.7285392,1522,0.05000000074505806
1618557369.1695254,1578,0.05000000074505806
1618557369.2564766,1593,0.05000000074505806
1618557369.3999343,1613,0.05000000074505806
1618557369.814475,1660,0.05000000074505806
1618557370.416358,1731,0.05000000074505806
1618557370.8074205,1784,0.05000000074505806
1618557370.967463,1809,0.05000000074505806
1618557371.3447027,1854,0.05000000074505806
1618557371.5989273,1887,0.05000000074505806
1618557372.0086997,1928,0.05000000074505806
1618557372.4714994,1989,0.05000000074505806
1618557373.0071907,2039,0.05000000074505806
1618557373.350157,2075,0.05000000074505806
1618557374.2834206,2191,0.05000000074505806
1618557375.3603563,2319,0.05000000074505806
1618557375.8478074,2377,0.05000000074505806
1618557375.9778016,2392,0.05000000074505806
1618557376.389598,2436,0.05000000074505806
1618557376.9411428,2502,0.05000000074505806
1618557377.3068204,2553,0.05000000074505806
1618557377.7582076,2610,0.05000000074505806
1618557378.5548563,2695,0.05000000074505806
1618557379.2204642,2773,0.05000000074505806
1618557380.2500234,2911,0.05000000074505806
1618557380.2901824,2920,0.05000000074505806
1618557380.569314,2949,0.05000000074505806
1618557380.9646227,2994,0.05000000074505806
1618557381.5476413,3066,0.05000000074505806
1618557382.6658945,3186,0.05000000074505806
1618557382.982572,3228,0.05000000074505806
1618557383.224961,3256,0.05000000074505806
1618557383.784574,3323,0.05000000074505806
1618557384.2281086,3373,0.05000000074505806
1618557384.8183482,3451,0.05000000074505806
1618557385.4137292,3522,0.05000000074505806
1618557386.307698,3622,0.05000000074505806
1618557386.395905,3637,0.05000000074505806
1618557387.5713902,3769,0.05000000074505806
1618557387.793323,3795,0.05000000074505806
1618557388.1351783,3844,0.05000000074505806
1618557389.203122,3969,0.05000000074505806
1618557389.5003364,3999,0.05000000074505806
1618557389.786831,4034,0.05000000074505806
1618557390.2388659,4088,0.05000000074505806
1618557390.8147163,4148,0.05000000074505806
1618557391.5352402,4242,0.05000000074505806
1618557391.6821747,4265,0.05000000074505806
1618557392.510495,4360,0.05000000074505806
1618557393.0029428,4415,0.05000000074505806
1618557393.3865411,4470,0.05000000074505806
1618557393.5765934,4499,0.05000000074505806
1618557394.0430212,4554,0.05000000074505806
1618557394.2701516,4588,0.05000000074505806
