Wall time,Step,Value
1618569809.8852262,2500,-0.22282879054546356
1618569827.7801533,5000,-0.792750358581543
1618569845.562631,7500,0.9017372131347656
1618569863.4004653,10000,-0.42613112926483154
1618569881.2585154,12500,0.009781284257769585
1618569899.0663528,15000,-0.45493364334106445
1618569917.272823,17500,0.5250617265701294
1618569936.5134907,20000,-0.7964102625846863
1618569955.3381174,22500,0.8423482179641724
1618569973.694988,25000,-0.5257412195205688
1618569992.72301,27500,-0.593618631362915
1618570011.3753142,30000,-0.13914567232131958
1618570030.142064,32500,-0.380807101726532
1618570048.6439273,35000,0.29929739236831665
1618570067.0678198,37500,-0.3270147740840912
1618570085.5303686,40000,-0.04940676689147949
1618570104.009362,42500,0.05896219611167908
1618570122.4621758,45000,-0.25228601694107056
1618570140.966491,47500,0.0012468951754271984
1618570159.6223893,50000,0.03350391238927841
1618570178.0938087,52500,0.07597698271274567
1618570196.619722,55000,-0.007056770380586386
1618570215.0729966,57500,0.0648152157664299
1618570235.4364429,60000,0.23301482200622559
1618570254.6291437,62500,0.004549116361886263
1618570273.6463003,65000,-2.222917079925537
1618570292.3173287,67500,-0.03527524694800377
1618570311.9408014,70000,0.01585966907441616
1618570332.0104566,72500,0.09064693003892899
1618570350.6143775,75000,-0.06558455526828766
1618570369.1100924,77500,-0.08740875124931335
1618570387.9908745,80000,-0.01050466950982809
1618570407.7384956,82500,0.43068090081214905
1618570426.722328,85000,-0.01619058847427368
1618570445.2659264,87500,-0.39463523030281067
1618570463.7322073,90000,-0.04421685263514519
1618570482.3385267,92500,0.4996797442436218
1618570501.1043828,95000,-0.009012900292873383
1618570519.7493947,97500,0.017149148508906364
1618570538.3889,100000,0.011026835069060326
