s_num,s_c,s_l,e_l,tri_num,i_pos,rmse
2,370.8520951989151,0.26833103756261006,8.72534372325251,2,"[0.34706699253264683, 0.17205808671643408]",0.1620498090515077
2,413.53122475682403,0.1871359030379665,8.330109360571557,2,"[0.2585157627195446, 0.1641966801191903]",0.2971279523436376
2,444.1207060931502,0.3142641165076616,2.081093886651181,5,"[-0.006922822999271605, 0.09318627422870696]",0.09614459229558908
2,498.0783938365632,0.2432699501476507,0.4092231040030836,3,"[0.01208326708672558, 0.05723317801527178]",0.10140105137942661
2,156.92143441254223,0.3348192338028051,1.979716170011635,4,"[0.20195277884445584, 0.08265161708761165]",0.1534509916642603
2,337.87692540874195,0.3364803537532328,2.0018097383766364,1,"[0.13292819325200278, 0.327436990148846]",0.1724319852567789
2,289.76037950356834,0.27808665272407,4.842765705614866,2,"[0.30071490383812527, 0.13482583451986518]",0.2567865183252424
2,414.9817968842666,0.29814955662908654,6.225450328396959,2,"[0.2700728550014505, 0.11868641757914633]",0.1353961422827298
2,316.59142105711993,0.2519052835156863,2.8274005486855103,4,"[0.045808964115632844, 0.11388792284031846]",0.14760582784356044
2,441.2488174536314,0.3043660466953011,7.941919709642767,6,"[0.17496956837803568, -0.025337316867774073]",1.0311938460009114
2,378.2383241086692,0.3172291769998814,9.882396264895451,2,"[0.1882829739133789, 0.3978993101805439]",0.12689701428796218
2,335.8157113909098,0.3239179722380212,2.7872259978519063,1,"[0.3681178682594545, 0.1725593871116713]",0.18722065564088344
2,220.35569276390007,0.372392111018401,1.3092853061796605,3,"[0.05700769358820734, 0.18725060967803187]",0.04761481954742672
2,214.68964801953547,0.1670614007610722,4.073417602357394,2,"[0.2865038832782727, 0.1652598804266916]",0.1971811704877653
2,322.50215724400675,0.2725678189829752,5.165120834875902,5,"[0.048802152503578555, 0.13844873678625125]",0.5960210077626932
2,489.4558378760737,0.178286962421207,0.6016107879386556,3,"[-0.01626369341789119, 0.07593205508996503]",0.24159851020341847
2,331.28697515615136,0.15253046482493157,6.292653567146091,3,"[0.1578907982694402, 0.12431432910064899]",0.6364219518934972
2,351.0845107377524,0.15667944195656386,6.170747850005439,1,"[0.3616128740988399, 0.36955619017048746]",0.6446011878763525
2,407.6186535844774,0.20579762038603214,1.8038975803023194,6,"[0.09372880578484155, -0.03759724877278858]",0.2242613460547536
2,293.2783905613949,0.30085376634141614,3.3740673842034274,5,"[0.12759037346849, 0.04012525278113249]",0.18538611382353304
2,279.8908649930472,0.32661441205284947,1.6373310905248062,1,"[0.337566966894042, 0.16670503026784278]",0.13836948732293072
2,162.45231521360034,0.3816269796518573,9.982597206207789,6,"[0.14639067563248243, 0.3638752312700365]",0.2651762774736216
2,314.2706048793838,0.2582266304681473,4.005855810949487,3,"[0.0771662733063064, 0.17505193020544962]",0.1361564032701826
2,241.9470363096823,0.3747650915440185,3.81528557320995,4,"[0.06433641804414575, 0.21752960358576823]",0.20614792399409979
2,363.32024886652005,0.286455512926781,6.621093438816135,2,"[0.30178855866884147, 0.14913923469129597]",0.17928303912702245
2,251.28070486593168,0.29986854860609435,1.5946744125318013,5,"[0.10335275427741775, 0.03188469150970441]",0.1616306010156002
2,473.32188662135394,0.2842577844537011,5.032528533905161,1,"[0.14311165235752077, 0.37445436412646715]",0.7230528703201509
2,479.0268255106887,0.3514706216368235,4.841680462769582,6,"[0.10850670332597334, 0.02179915950228678]",0.14925106650980421
2,327.9955489553731,0.19776461370277834,1.8541685102417294,2,"[0.13715901761331595, 0.07593056734321352]",0.08840341465339345
2,405.73883167055055,0.18835256712105936,2.625337463731877,1,"[0.12480544445537545, 0.24998322020526642]",0.2843096254625073
2,451.5223239210932,0.2607260178044518,0.16396921001151532,1,"[0.06240204886298961, 0.1332977176578466]",0.11313541842792922
2,182.10902112669208,0.3759698211930961,0.8989305567778993,3,"[0.038216552543777815, 0.20346719250376233]",0.18598202760487656
2,236.68473985810772,0.34959985454308595,3.893513755022029,2,"[0.34420961589344634, 0.15600789255881953]",0.078546307662246
2,354.7377584506764,0.26512210246163004,6.091226370074842,3,"[0.08663500168395333, 0.20987370478134593]",0.5747776671678954
2,485.0964004898009,0.18885920405104192,5.3137909567115615,1,"[0.1994210279883244, 0.30241684007997305]",0.2879202938546817
2,287.95405319865733,0.38557979369509865,2.367707000229038,2,"[0.09928902685693775, 0.2541711419212488]",0.17757139144013942
2,219.44211244719122,0.1676544302871802,0.11223753204059994,1,"[0.10207480812528968, 0.2037775633963821]",0.1313426280236353
2,172.549877405339,0.17288320165614904,4.774381784092493,2,"[0.23751535894998999, 0.3829768370813197]",0.2366979815455766
2,381.0253110023285,0.3569229154046847,9.836993975152005,3,"[0.30854197150002405, 0.12880547355113703]",0.4148291764013925
2,314.20365897524846,0.3561488456676809,5.845716588584957,6,"[-0.023073144838884452, 0.19979004833662628]",0.6310818742573877
2,298.4360408492453,0.3937096076506231,9.33879658845313,3,"[0.3793500209781041, 0.14596593892112275]",0.4435570145771037
2,318.7127284125353,0.18764944746309317,0.8171837576536745,1,"[0.18432077710340966, 0.11818508584678156]",0.11215622165968657
2,433.6844490185034,0.16808597146503593,0.6433538086317325,3,"[0.0509437597340997, 0.022042975710241663]",0.16929805553855345
2,360.9583494079011,0.36335276179224585,8.521740788867122,2,"[0.1852231933550723, 0.3954679032583671]",0.31031307502376954
2,468.83787718988975,0.32581702619400466,3.453085341965539,1,"[0.3192047253529261, 0.13595542604849112]",0.13938098924810666
2,272.8180147612351,0.1946496827936806,0.5339515774342452,1,"[0.11620107342077346, 0.1978797441451896]",0.2002554334594491
2,303.5365102480154,0.3430281140375385,2.4279666754599907,1,"[0.15940443682688077, 0.38790188966344175]",0.30721994170674094
2,337.097436629629,0.30122100815409203,4.076737077790576,2,"[0.11646397541047493, 0.24696804695694785]",0.2812038408963654
2,350.6845174702439,0.18471373585136894,8.272606708733486,3,"[0.11832514714642839, 0.2149040701276348]",0.1892178365184045
2,390.89846455678537,0.3059971815229282,1.5692603005651107,3,"[-0.0053173270411317475, 0.1336569504013967]",0.3196605062302507
2,322.23446196780617,0.3158093299564212,9.515052210299736,5,"[0.22387201761327047, 0.07563210921124536]",0.6617182531362693
2,414.2746446327916,0.3664948521404099,8.180689525045375,5,"[0.18663056887430796, 0.05468033338484324]",0.10541095420892219
2,378.2192052966103,0.23533128680296017,0.8602773878782766,1,"[0.18815647153610926, 0.08681766404760216]",0.2448430734759347
2,467.3380244209091,0.23730611012852276,0.07828370034556609,2,"[-0.027856864878558596, 0.10824853995272599]",0.12968099566583616
2,323.27725706984364,0.3300639263415168,5.582830796894248,3,"[0.08525995744140802, 0.24353894270391763]",0.4057749596472816
2,210.67722778825407,0.38399332458094204,7.831013327634215,4,"[0.17491890505748509, 0.33748204363982415]",1.0408622383488861
2,466.57405369503283,0.2638232319381232,2.836669936779227,4,"[-0.03959328937042861, 0.14056547547900755]",0.29342482575583645
2,456.93945480322753,0.18505974860451227,4.3151740442076,4,"[0.03755016304696451, 0.08990193255695073]",0.1874347166941986
2,234.5744870084994,0.17153011749251865,3.9298411868673186,2,"[0.25094379012635704, 0.1638046000965051]",0.31444333095641613
2,209.70024325206177,0.3730365358143187,4.523888205907647,5,"[0.21967897736177522, 0.07786242983522618]",0.28989780509714225
2,424.11061711428897,0.1549395767000267,3.924832195245399,1,"[0.1775215030311078, 0.26769902210850693]",0.19168407227947135
2,423.33748262317107,0.2181392088961967,6.149862530470195,2,"[0.2223968746604682, 0.12411267782151691]",0.13843586823680668
2,309.5239087182756,0.3365581574290669,1.2612734491017719,1,"[0.11629549378772452, 0.2987344731894622]",0.19250142825953506
2,419.05015613006424,0.2684308378184253,9.668556053584483,3,"[0.10496202896409335, 0.24691313404180248]",0.4943344789881656
2,470.12893727734996,0.33125910710669143,1.591014246248732,1,"[0.23236447733102572, 0.09071187912028905]",0.03720283807803665
2,225.70159580591093,0.3668554963976747,5.130750492611664,5,"[0.07815120320651198, 0.21924732513572998]",0.14923594781088567
2,434.9040290990227,0.2878741415505915,4.41246981966458,6,"[0.09319954007761788, 0.022301635012892507]",0.21051573374031982
2,297.8515017261187,0.17937451588933095,9.71350907669063,2,"[0.25373815927348686, 0.37941554660072674]",0.3198887290733279
2,340.0461088566793,0.37524063951456743,4.209496865634091,2,"[0.29243760636035987, 0.10300167375971014]",0.41334390514633523
2,217.5529841995752,0.3381338364939731,0.8840374223361513,1,"[0.3512494105060563, 0.1556040960413847]",0.024610028822378154
2,255.34057583735844,0.37128987838075933,7.850203521788739,5,"[0.2571943844039325, 0.09193878527952037]",0.23915882546806735
2,319.2811814884601,0.3909032955228634,2.964670985195599,4,"[-0.0030295560995911575, 0.1856524979872679]",0.3025946225844898
2,486.567075408284,0.16649832459639544,3.6752703873852868,1,"[0.12827058654283607, 0.24655896342382977]",0.2800462549706303
2,204.57356464587846,0.38609136193299576,0.7027776474950787,4,"[0.1451227084528336, 0.03445351749089076]",0.0891690496307767
2,183.4140873696678,0.3860835759599319,9.560079067446999,6,"[0.11450844230511437, 0.33005071714888357]",0.6042347954672815
2,201.56297474615525,0.2391924486841113,2.180517447587307,2,"[0.13949747019283376, 0.23947236585235554]",0.18680115008961018
2,164.50762183481396,0.31836650819970846,9.96610255786599,5,"[0.1784588876049188, 0.3748008998054432]",0.31466009007186174
2,371.8417652168143,0.16479120354605714,1.699199582414056,4,"[0.029112652378913584, 0.060637469440905645]",0.1028374580229465
2,344.3197689358437,0.37844935159280924,3.134610670665503,2,"[0.25314486982204165, 0.08666411068526952]",0.24294509979662066
2,462.84944413328753,0.2473515562455712,9.28515471124048,3,"[0.20321359236849956, 0.11078704488675784]",0.5218857041560594
2,400.78151684836837,0.37353638735099803,3.805752059072134,2,"[0.07985885341107846, 0.24696261196279978]",0.13805648640247475
2,183.43543623190214,0.2822913563546767,5.704997384194998,3,"[0.17984864854788196, 0.3376652362345123]",0.21298073137630943
2,381.18579013325063,0.3511584487203394,7.804371480826024,4,"[0.08102815474687841, 0.21599417857703984]",0.3649467269267242
2,161.34380344253373,0.38230171284473735,7.467167800725585,5,"[0.3473511365132157, 0.15016554145836913]",0.2663948093028336
2,474.3616403931183,0.19378230311403868,2.7209483688447533,2,"[0.06567691905965756, 0.11806661636526539]",0.12162755475566146
2,272.4475652396789,0.27132996868300163,6.282041409767562,3,"[0.1090150984413083, 0.26712676155025084]",0.5390859198318747
2,190.8717112247979,0.2419327007547992,1.8760239550342572,2,"[0.11191795056418019, 0.24904301466597123]",0.159156454959827
2,176.76529013850646,0.2646291801745551,2.726149516688312,2,"[0.3174858496167364, 0.16505492329466498]",0.15755764017942286
2,442.091505923095,0.18145156137444027,1.839025386703379,2,"[0.04307601374234221, 0.10953604259397698]",0.24747929810760178
2,494.85751426706446,0.1537048030881643,9.885678885758029,2,"[0.16087336732611746, 0.23173787631553355]",0.41492105809149626
2,284.87542773232667,0.23975466848933868,9.740778263045218,5,"[0.203389541734058, 0.11294562180537127]",0.8201978580759821
2,425.1667143429997,0.36386981387456896,1.4766093472697583,3,"[0.13770267082254972, -0.00784318349883717]",0.20184076780406096
2,473.4363606904202,0.3857163157250988,0.5650384252787399,2,"[0.13522556656058848, 0.005550434877009902]",0.07324344840302727
2,302.9657965171997,0.2553288399003468,1.2663932666821032,3,"[0.10915281074118588, 0.04263366138927838]",0.3278913854603833
2,317.9182415833799,0.2731896144126026,8.626833427073402,2,"[0.1914168619991048, 0.3968542517016328]",0.3737017821568785
2,457.72207602027197,0.34161553618150486,5.853615872323829,5,"[0.027093611123386208, 0.14028512441898422]",0.3933410793957589
2,464.5144360484071,0.2345969891343027,3.7686172651008554,1,"[0.2825240795056927, 0.1596993935478187]",0.32773250640483387
2,310.9974618356249,0.34105688956581875,7.9914998801514265,6,"[0.1929544434419117, 0.04594259232177589]",0.8155951904479521
2,246.84714031231647,0.25322022571466085,3.95270814173121,3,"[0.203721699978767, 0.10761041531358806]",0.22789016185745836
2,499.7440264090717,0.32441465240346024,2.9032725437670184,1,"[0.2758798296291102, 0.12286877705205435]",0.08470882316691045
2,276.72763170936844,0.3740453421732385,9.628763239680158,3,"[0.18059301374417108, 0.3899916440568889]",0.2789435876620414
2,479.5370243311075,0.2901598268935326,3.5765805216792765,1,"[0.29830801968498355, 0.142719088791724]",0.07823203878359974
2,173.77186218825707,0.32495715055975893,2.607714683667768,2,"[0.1722068747175216, 0.3430123897884725]",0.18301132451206634
2,175.89864824548573,0.2899425763362206,5.338713548771113,4,"[0.1331375078408581, 0.2734300894366649]",0.2296299548551618
2,312.8552875348923,0.39701237442598947,3.6991378595045807,6,"[-0.03734067873606406, 0.18243376299526592]",0.349345978907003
2,371.7000756029322,0.2661718906301599,8.558015145028328,2,"[0.3324937937157745, 0.1836613668866265]",0.4956906693375229
2,177.87257459869542,0.26425115077508116,2.4341202603118184,2,"[0.30632009841041585, 0.13712218231281192]",0.2073563519109989
2,383.8271169314892,0.25371876462606024,6.3440000866140975,4,"[0.06803326037247992, 0.15262247860779454]",0.11176123575982227
2,408.69224322818854,0.3859785911232507,5.546357224823927,6,"[0.0015416608318857827, 0.1540202165435397]",0.20870657336952184
2,330.49265283976104,0.2531642198290973,5.102461936689371,5,"[0.12110831314587645, 0.060977824026352656]",0.35576654029733645
2,305.7984501685116,0.34595641220184503,1.1695367049757688,1,"[0.13821890168521378, 0.2889693866570573]",0.35287511325187854
2,187.4182347200546,0.20703607485938932,9.958438998403299,4,"[0.19485803590430284, 0.33970230976133986]",0.09418494569457246
2,402.04719011012395,0.3670559560978528,2.9706986796344137,1,"[0.14715488415057454, 0.35209693525277275]",0.22302239244656297
2,162.9628806415406,0.17739407316815087,4.19181261506165,2,"[0.3771608779549557, 0.22196679333813707]",0.12163828237650826
2,476.433620502621,0.15264256247601218,0.6832085718001346,1,"[0.10133981060430908, 0.09050155769022455]",0.31978928507262233
2,227.3696812123015,0.3011086083155638,0.09743104721258056,1,"[0.10894346699378021, 0.24959222811398485]",0.2142170446973564
2,179.72253059443224,0.1874291885368737,7.324678513694459,3,"[0.2273146639776148, 0.33970451668892054]",0.3534598998691171
2,193.2784555990712,0.3977218621293591,5.631227645475184,5,"[0.09613774407190612, 0.27255766724195396]",0.3018290659751098
2,252.7711025206488,0.2351540379161863,4.288353667137761,6,"[0.06132331546327102, 0.11021933429107755]",0.3756691931887807
2,332.69563769842154,0.23776660231132984,2.447694684960855,1,"[0.31161098360576867, 0.14625009385971433]",0.18964403991806386
2,358.9877852077625,0.3712629465292463,8.462751822555973,3,"[0.3068548953580834, 0.09659249712668372]",1.0998179403196864
2,397.28016534301906,0.19581954563698908,7.892146460972523,2,"[0.27292255487485995, 0.14700682930322206]",0.24951406298527806
2,273.1231607154674,0.28733643756027594,6.282323237121261,2,"[0.19250220968661746, 0.3639519306456962]",0.1831541909093749
2,253.30616545185273,0.34922641295550527,6.5758674898731755,4,"[0.11516295558881606, 0.2579924291403498]",0.42471810172709323
2,438.0999723242175,0.26768054792738816,6.1754096537562075,2,"[0.11449771972621314, 0.24282496688594313]",0.059791245096608235
2,498.7250041392865,0.3061220766939031,5.221498505057699,5,"[0.12304957412067308, 0.005876216206443352]",0.5301147404420705
2,355.95888548380265,0.2890787532929998,6.65336686366592,2,"[0.30210885953039457, 0.16356778957223428]",0.5126821054521153
2,443.06257778288085,0.24664423489847068,3.836355411300767,1,"[0.15145678913602822, 0.3100277434872515]",0.23637891723376225
2,296.53180226546,0.22387521605663005,3.4170019166270515,2,"[0.2118473771290078, 0.12310943250096851]",0.38309467418673043
2,321.8233514862893,0.21029732499761278,0.15379207265036055,3,"[0.06077163941800612, 0.026634913045367026]",0.1418222966692944
2,178.81137735415058,0.21053244891139533,6.864299841270329,4,"[0.2737838534826048, 0.15428488620794467]",0.058534940170925844
2,226.15534443751054,0.3527970676652162,4.2702672911069905,2,"[0.18437839076496731, 0.36985769805977664]",0.2909608775430329
2,421.4297704922957,0.3541250900642221,3.3300927731398766,1,"[0.35147961373601344, 0.15248266252921905]",0.13895844459825213
2,249.74669675928294,0.1618688277896418,7.8126975815702355,5,"[0.1622314351802907, 0.10612267397232489]",0.2571749800427213
2,209.11113804462457,0.39171131481603916,9.808164431869766,5,"[0.34437617993966174, 0.13764123326826916]",1.0024788020778852
2,412.91149335302924,0.23903784742124545,0.7574118646736627,1,"[0.17510124656630188, 0.07176162317766704]",0.09271122627412703
2,156.73046708230387,0.272033702369605,7.036911444533698,4,"[0.18080772544307921, 0.34192871797629176]",0.3609315646765922
2,290.4705715488609,0.310796969108208,2.1782628400511204,1,"[0.35571912160895125, 0.18373908592558108]",0.17663503901762517
2,359.82423928363056,0.20054051272591747,8.52229269038971,2,"[0.17423260443166133, 0.31483735632932053]",0.2730352077624949
2,478.23063107780365,0.2968148199372435,9.423251393218248,2,"[0.1451753010809671, 0.3113531453794186]",0.11231254100507797
2,241.92957595683202,0.3955156334765365,5.282992116987333,5,"[0.06783181204891209, 0.2264930525181993]",0.11159474528697531
2,259.93686756594343,0.3571640213329518,3.9626484987993758,3,"[0.24754874383450332, 0.08938666020914132]",0.06897390047523559
2,233.70862329626465,0.35863232107684717,2.83508945241131,3,"[0.08727519751261231, 0.22770944395670323]",0.1653352156196379
2,488.21037605488226,0.38460783858666536,9.98627478679939,2,"[0.3606517790876953, 0.1573247709430261]",0.2946059158359598
2,401.03674626834345,0.2090284423232552,6.721874026905339,3,"[0.17740774196269649, 0.08519331472145686]",0.18931163950708366
2,477.11884537733766,0.20691467513494363,4.552225576939179,1,"[0.16033229007436056, 0.2998105210593337]",0.23882027279043688
2,421.87097198275654,0.2634439031788389,5.311352024189752,5,"[0.10651321929630464, 0.0467101622134648]",0.2342644507733132
2,388.7654857548422,0.36485314662445023,7.896771862031983,2,"[0.1561163168484918, 0.3624141297730453]",0.24858999619836744
2,362.12031619144284,0.15805858149041985,7.785958491282209,2,"[0.26718029409174293, 0.16888690093902237]",0.0468282664322812
2,487.40871196004605,0.22853919391277017,8.296195310958192,2,"[0.261281970187203, 0.1075072992907058]",0.7606063312389313
2,242.45092775932622,0.18553120072453683,0.03065430093020516,4,"[0.029497846811692763, 0.04913939344618018]",0.1197200840514683
2,491.8218159897669,0.2687841014079321,6.00736998654872,1,"[0.3833950402236692, 0.18721444106323404]",0.20901160761339277
2,457.5815398973868,0.27847752230165734,2.765736495661929,3,"[0.11700338270347443, 0.034775087524607784]",0.12451310745053315
2,270.8035599891647,0.2382141345039768,5.693691731728238,4,"[0.09070683988251191, 0.18087150503206817]",0.2741255743237788
2,478.8784064576876,0.18464131058425307,5.071743145564077,3,"[0.06791525585889202, 0.11326092023060508]",0.23107221368758832
2,186.52804627101875,0.15567750063376923,0.9557059966775028,1,"[0.3102171390816727, 0.1721417832471187]",0.13561389948460253
2,206.49708206944868,0.28220153318490937,1.9124838796830368,5,"[0.041279494506562375, 0.12495932208247296]",0.26114062300974333
2,343.6568738754936,0.2686826221762443,2.839063301024014,3,"[0.14246206239734138, 0.05340127520047544]",0.16229477802399533
2,212.45062842903766,0.21989700539407347,7.42475968110859,3,"[0.18224875978445076, 0.3239351490987816]",0.1367597948376841
2,413.1738450482372,0.33032219227363485,0.17416753015274344,2,"[0.11126976969302793, 0.016456462359672408]",0.2052745445796187
2,287.6599031345628,0.15155122673470245,6.424927942089489,2,"[0.1757842531299495, 0.2870165012203473]",0.1037186104566479
2,492.8291905649474,0.3183637095902156,8.038792715922451,4,"[0.073411970786604, 0.16538396704329217]",0.7649299169341657
2,423.21371019286005,0.34021885922841827,5.236176247881228,4,"[0.05228201951711531, 0.15565532046593578]",0.6479411811939461
2,208.48996551199212,0.20515240415101965,1.9930596678935952,1,"[0.23298095543398578, 0.3859393874097894]",0.04590336731739804
