s_num,s_c,s_l,e_l,s_pos,rmse
6,"[207.2112750054082, 371.2077164571432, 494.44550313396053, 157.678840082978, 155.32262177097732, 198.73495726187662]","[0.22986717839984, 0.18399404839484415, 0.26386505257803794, 0.18185328895715244, 0.25154027173865634, 0.1603861931613527]",1.2368420312269857,"[0.0, 0.38, -0.05, 0.35000000000000003, -0.06, 0.31]",0.7514648108097041
4,"[396.5889220144138, 331.9518952466177, 449.6179172972367, 159.9933565765339, nan, nan]","[0.3609297095719949, 0.2996367838415045, 0.3508328026326869, 0.24492640075294314, nan, nan]",1.0388187215665934,"[0.05, 0.38, 0.4, 0.4, nan, nan]",1.7553553109751914
4,"[375.4645360484494, 388.698606887291, 170.85691257110722, 350.4649193168309, nan, nan]","[0.2751178770981616, 0.18017434397626528, 0.2308578432303303, 0.19765991360228974, nan, nan]",1.72814331086512,"[0.37, 0.23, 0.01, 0.36, nan, nan]",1.369459729192014
6,"[411.21533086976586, 476.8339297330112, 422.10224036034805, 302.52413598898636, 240.56006613304788, 255.63382937747656]","[0.2932070992008883, 0.33906546963552053, 0.2504685248165913, 0.17649376603078545, 0.24781744488486404, 0.15312629810538775]",1.8430653332428013,"[0.0, -0.21, 0.26, 0.4, 0.02, 0.39]",1.1420655892168048
3,"[236.70162570492727, 238.92681842157862, 305.76351064270625, nan, nan, nan]","[0.19526618418013397, 0.37850062085220126, 0.35263057995969516, nan, nan, nan]",0.2567318991036904,"[0.39, 0.33, 0.37, nan, nan, nan]",1.429825499844806
4,"[464.5708949063819, 328.5064670889825, 248.8314039135102, 493.8024480603352, nan, nan]","[0.3434362279818317, 0.39361747676149494, 0.39752157773503805, 0.2624738503514773, nan, nan]",0.3943639297878121,"[-0.03, 0.38, 0.09, 0.36, nan, nan]",1.5484270120696195
6,"[474.0675694308056, 205.97174937314907, 254.15553254991565, 475.31643363680837, 267.0634118413382, 347.7143719863324]","[0.18942869108580834, 0.3134340539988125, 0.3606320954045682, 0.17453031938913027, 0.3330502476872706, 0.3146548620222277]",3.6332815799111264,"[0.37, 0.38, -0.27, 0.39, 0.32, -0.11]",1.9144615470620048
2,"[258.62095078487846, 316.1772081035116, nan, nan, nan, nan]","[0.24785214303370087, 0.2551083189206413, nan, nan, nan, nan]",0.343419321071301,"[0.4, 0.38, nan, nan, nan, nan]",0.8555798100850681
5,"[175.2826792589955, 266.03687230891353, 429.1810938078698, 200.88205340746558, 266.54913097625456, nan]","[0.34897073341826934, 0.3804711652534223, 0.31453447582213134, 0.36537056894980435, 0.2648185006421747, nan]",0.3980263443666043,"[-0.11, -0.05, 0.4, 0.13, 0.37, nan]",1.2227619139421824
6,"[431.2263275097814, 475.3201158486113, 229.72948016901475, 402.8066609178534, 378.09408607927935, 244.61565454202938]","[0.38610058881642406, 0.2417709061423325, 0.15225885519448765, 0.34030803996146386, 0.22189568749122454, 0.35572337417034683]",0.1119852319227376,"[0.08, 0.02, 0.13, 0.06, 0.4, -0.14]",0.621959096338462
5,"[290.1984638981054, 196.62519693878946, 464.5552647447775, 307.46338965678285, 494.17516442955576, nan]","[0.25016512534477264, 0.18277644882805352, 0.2880460104322129, 0.2748680772640133, 0.2957758552427787, nan]",2.511609947144511,"[0.36, 0.34, 0.38, 0.38, 0.02, nan]",1.9673866833799063
4,"[225.83984881061528, 237.17369402911064, 313.6894969544039, 300.5529823523408, nan, nan]","[0.214991794745368, 0.23216018808452216, 0.2605754117991803, 0.22214734082795592, nan, nan]",1.354069300486016,"[0.37, 0.4, 0.1, 0.37, nan, nan]",1.200100946075919
5,"[333.3991054102613, 280.9045946068086, 219.45715251768866, 349.23383453903466, 441.600936132855, nan]","[0.20827503977964137, 0.3631987128829372, 0.20488568010324348, 0.1822224926179954, 0.2545436079691804, nan]",0.2606752325441341,"[0.32, 0.09, 0.0, 0.27, -0.06, nan]",0.7415134607384148
5,"[395.11942964457603, 417.46376224809035, 419.618040018334, 254.15703762050398, 309.68567216453664, nan]","[0.28218552834992106, 0.15252120885913845, 0.25930245497038645, 0.2888819563238162, 0.37901869052240295, nan]",2.678617900453712,"[-0.04, 0.39, 0.39, 0.37, -0.05, nan]",1.4692946271431462
5,"[477.4451891084912, 462.27258145349913, 455.7548038874425, 458.14448308894106, 212.77154148885404, nan]","[0.25382535284567587, 0.21813018852001714, 0.17631777818744587, 0.19416170710578484, 0.3636175574887165, nan]",3.70144751177453,"[-0.01, 0.3, 0.39, 0.37, -0.27, nan]",1.5858634284516415
3,"[282.2450410276482, 406.8516697418682, 416.5448002803251, nan, nan, nan]","[0.29759781557482534, 0.3202163351850579, 0.17740776657545382, nan, nan, nan]",1.390418801895188,"[0.03, 0.38, 0.4, nan, nan, nan]",1.235339657261988
5,"[365.0944656991967, 202.28215282503814, 325.1346033618238, 180.5098562246309, 413.71807001048717, nan]","[0.2542909399245569, 0.19614834017512703, 0.15826969318038075, 0.3066977035022912, 0.2757180638954456, nan]",0.911591817965982,"[0.33, 0.0, 0.4, -0.02, -0.09, nan]",0.840483295485599
6,"[326.0778672586671, 252.23871799247655, 249.5062301295029, 249.42296501309525, 402.98167257332744, 466.3342521380128]","[0.16645887824406047, 0.24147961640619384, 0.32866668430506796, 0.3421399703077215, 0.26665814831072343, 0.16294227563064423]",2.857036101612275,"[0.37, 0.33, -0.21, -0.05, -0.11, 0.4]",1.1210507528879357
6,"[151.3240806165312, 338.85384118418943, 226.25012160008504, 333.5996574005079, 233.94187259094042, 420.7095013784455]","[0.19270177087982948, 0.29919216106294744, 0.21001406470154957, 0.3377058976844566, 0.18042176150330833, 0.3196875676326298]",1.4035213120716885,"[0.39, 0.4, 0.27, -0.09, 0.31, -0.15]",1.2689463190250552
6,"[206.31293108236798, 455.26938870102254, 238.91835113533887, 202.24459809674153, 374.8863017821932, 329.6351243827486]","[0.3216903285615581, 0.1945759398392405, 0.35195435509049805, 0.3640157855850942, 0.26379667457836, 0.32151471877571647]",1.151866096373242,"[0.02, 0.36, -0.18, 0.04, 0.34, -0.15]",1.1300713336991015
5,"[171.3440974495681, 208.97990933479872, 268.04249712376384, 289.53266357727506, 296.15717680831494, nan]","[0.19553791308964075, 0.16280387848423875, 0.16457020709079875, 0.2722135759226393, 0.1698226194381091, nan]",0.0803908890352744,"[0.05, 0.37, 0.28, 0.0, 0.03, nan]",0.4932044442407329
3,"[409.6299017116716, 186.6632495085379, 392.7623284016255, nan, nan, nan]","[0.1537674763973592, 0.15769442756500052, 0.1757396625955531, nan, nan, nan]",0.8438650775533441,"[0.37, 0.19, 0.11, nan, nan, nan]",0.6815469742659895
6,"[420.34198840750673, 310.7015353296341, 168.0626650729925, 312.4511115197658, 184.42344557508707, 272.30534755771816]","[0.26379316790930707, 0.28310265896499387, 0.21129500644704766, 0.16531389397868537, 0.22501370345088426, 0.2671879396920287]",3.075734980993775,"[0.39, -0.2, 0.4, 0.37, 0.18, 0.37]",1.7711383505747298
6,"[171.0467063110757, 458.01800707372263, 239.95314411182392, 182.15245474218548, 151.18722504833943, 233.35155188617097]","[0.3199041718829727, 0.24351432135826037, 0.17467964387619123, 0.24307073301769025, 0.3082403161940236, 0.27727663812029635]",2.1607885675678915,"[0.34, 0.4, 0.36, 0.37, 0.07, -0.17]",1.5043876204408848
4,"[214.9888449233934, 324.50183855215846, 386.5576087415717, 366.5979533002067, nan, nan]","[0.31749550974163887, 0.29363903340713315, 0.3484003339152876, 0.36974837469587674, nan, nan]",0.8355324219222449,"[0.4, 0.4, 0.36, -0.2, nan, nan]",1.8474742236376984
6,"[380.2716680933667, 294.3424132677786, 381.9264143506626, 443.3763659920949, 333.77616677539083, 488.5100840959214]","[0.28540157673816247, 0.23699912445452329, 0.3190034215272609, 0.37322892139203956, 0.22748137300972474, 0.33184077245653726]",1.122576369311462,"[-0.16, 0.36, -0.18, -0.02, 0.19, 0.4]",1.709049955717878
6,"[299.5175759562332, 265.7890702885975, 433.902442405738, 290.97728598675815, 176.98508136480547, 298.42853569516774]","[0.293443248457211, 0.23525537555968198, 0.2661797621272589, 0.37935480139095956, 0.15218651557954446, 0.2056439152444313]",1.1347587544940207,"[-0.21, 0.0, 0.36, -0.05, 0.4, 0.24]",1.154905991092798
5,"[359.46928350646124, 231.44724215920633, 189.65094715213598, 231.50817157616746, 305.4534801512574, nan]","[0.20799073745073474, 0.18537344993145424, 0.16801042165249566, 0.3004069274218767, 0.37389999613148767, nan]",2.670057734867465,"[0.39, 0.38, 0.3, 0.39, 0.33, nan]",1.9458210421141613
6,"[282.30398086591185, 464.1480740177818, 371.610201407095, 216.56977897484413, 349.4581001881255, 187.8142138445919]","[0.38752295480116, 0.33290725535004295, 0.3818346720400998, 0.22444495233447803, 0.30480949344746566, 0.33895101574440445]",0.9789064914372392,"[-0.31, 0.39, -0.24, 0.25, 0.38, -0.23]",1.7986353683953396
6,"[391.5089078036001, 399.7120045825948, 438.07348522937514, 228.58135508414114, 300.90265980098053, 289.11875256046903]","[0.3064368912962162, 0.22502498019165587, 0.19212001495328662, 0.17284336193732608, 0.33063586510080134, 0.21569568316637]",0.2668052087001626,"[0.04, 0.07, 0.24, 0.34, 0.01, 0.05]",0.8363698785490468
5,"[283.16205048517327, 168.93046666267907, 418.4704092658223, 496.7929684663705, 321.792006916863, nan]","[0.16620181179538612, 0.2854246707825233, 0.35188646603088214, 0.3192032722677367, 0.2233822885491069, nan]",2.032490054308369,"[0.4, -0.05, 0.0, 0.34, 0.38, nan]",1.6289647220749688
3,"[346.23044302332266, 312.96262347350427, 378.25215506686453, nan, nan, nan]","[0.21544036722736504, 0.2112533445302617, 0.29773310339433345, nan, nan, nan]",2.162362735791272,"[0.4, 0.39, 0.36, nan, nan, nan]",1.512644800648738
3,"[495.2719222472274, 207.79332408515958, 441.70208631438965, nan, nan, nan]","[0.21006525137649087, 0.3844401967551129, 0.3841347284472325, nan, nan, nan]",0.4291268039548268,"[0.38, 0.29, -0.2, nan, nan, nan]",1.0659210868196225
4,"[163.5740548995015, 259.75594311324414, 402.450184500828, 435.68387999349414, nan, nan]","[0.18737617567932802, 0.23886718196833895, 0.22048970316484026, 0.2735760476007188, nan, nan]",0.4370776695252121,"[-0.01, 0.27, 0.39, -0.02, nan, nan]",0.8616737958769591
6,"[397.32263479971255, 457.60513385334815, 305.2266595000945, 421.42484157946745, 490.9709786935642, 407.9666700551631]","[0.2699228587964192, 0.1550912877268122, 0.1725654765060376, 0.2944836827951721, 0.15705557247870125, 0.19265294053972795]",3.3009797779164405,"[-0.14, 0.36, 0.38, -0.02, 0.25, 0.07]",1.2293017045411236
5,"[181.00187340235254, 226.52047185994434, 228.52562005527756, 363.5141792988946, 490.6126117017505, nan]","[0.246449136011806, 0.2794410970462652, 0.339221236110404, 0.22440504258621932, 0.2235203356132095, nan]",2.86592197090664,"[0.33, 0.35000000000000003, 0.0, 0.4, 0.37, nan]",1.7561085779613264
5,"[214.35072091803573, 304.2969459393324, 156.96816148857596, 357.0656552000157, 333.921051578984, nan]","[0.20762754349441384, 0.3052895143322289, 0.3523122976269659, 0.2655231791063127, 0.2299924426974379, nan]",0.3920042265857093,"[0.39, -0.1, -0.01, 0.39, -0.01, nan]",0.8273379364815894
5,"[357.35966046153067, 416.38113652535543, 282.74589838644454, 206.98822889934823, 236.40626334634015, nan]","[0.16736696338409487, 0.165940837902125, 0.22236111586864818, 0.1624544569117929, 0.2818046697774986, nan]",1.602058418034148,"[0.24, 0.33, -0.02, 0.34, -0.2, nan]",0.9167201789969692
3,"[161.75977557697203, 367.1030053130738, 319.08821895727476, nan, nan, nan]","[0.19779420545138374, 0.37477909903408935, 0.20955206835470336, nan, nan, nan]",0.6304827474583952,"[0.16, 0.4, 0.39, nan, nan, nan]",1.330452427437558
6,"[335.20856974600093, 410.05165558985846, 322.8071172371224, 389.0634819692212, 239.40816249757188, 338.5817162423343]","[0.31822067366430173, 0.2556473654240494, 0.34094678463314965, 0.2561083841829479, 0.17076973033992865, 0.2193128858293592]",3.488196481979011,"[-0.09, 0.37, 0.06, 0.39, 0.39, 0.35000000000000003]",1.881507011318257
5,"[345.2905765326586, 297.8576866260054, 485.8248393213963, 221.16614340075748, 267.4639101352688, nan]","[0.21258763546592976, 0.3268709299235564, 0.17274772019877638, 0.20964396570081356, 0.3135767470438453, nan]",2.9723198062544363,"[0.39, -0.06, 0.38, 0.4, 0.02, nan]",1.2106432426886724
5,"[417.96465102750074, 395.60440431648874, 197.59813568497242, 218.33876232591368, 471.90312720601287, nan]","[0.3030891428826128, 0.16631983937438038, 0.393885907048451, 0.2904594693802085, 0.27581616976516776, nan]",0.9577830004779264,"[0.37, 0.33, -0.08, -0.1, -0.07, nan]",1.1556924087179787
2,"[194.80045033253757, 477.9369575317824, nan, nan, nan, nan]","[0.2691593051713169, 0.2386556300136262, nan, nan, nan, nan]",0.9437952726941368,"[0.4, 0.4, nan, nan, nan, nan]",1.2936628377104318
6,"[366.93036708029274, 203.29863699963292, 404.37006223136564, 299.72884704854266, 322.63184171923905, 444.43483445630955]","[0.25354409055744775, 0.37196243987040156, 0.22443876171597887, 0.36424278822127376, 0.18858702556543383, 0.3927550637172439]",1.5993292896076683,"[0.25, 0.08, 0.32, -0.21, 0.39, 0.08]",1.3655575405065237
5,"[338.28850087794336, 425.3632611358171, 284.79789280116904, 165.56087061303955, 239.49553508116054, nan]","[0.3290886989183965, 0.3205073023407776, 0.37542610143880023, 0.25175266111522576, 0.18121953877996963, nan]",1.2476298883754875,"[0.38, 0.36, -0.23, -0.03, 0.38, nan]",1.712741663444211
3,"[315.00007602529354, 322.6133755870331, 417.43285024490257, nan, nan, nan]","[0.22850047941015497, 0.2015705350850858, 0.25894307724535726, nan, nan, nan]",2.1130177899380884,"[0.29, 0.4, 0.4, nan, nan, nan]",1.4388886514470547
3,"[404.1029052777685, 331.6299842075207, 424.1457868080076, nan, nan, nan]","[0.22595120223678467, 0.2863144731861274, 0.21818399244297992, nan, nan, nan]",0.6548150905919192,"[0.38, -0.18, 0.24, nan, nan, nan]",1.010359650282695
6,"[197.73498645033308, 167.73587229850483, 432.7372996542862, 281.5182734635832, 165.06428704877897, 245.50865130351315]","[0.16068119452517574, 0.2623221957707372, 0.1992870512123253, 0.2808922009566194, 0.38113073759143584, 0.3557790172561972]",2.137827290545611,"[0.36, 0.36, 0.4, -0.13, 0.12, 0.36]",1.4694469432717476
3,"[393.28912691529115, 371.74100085432167, 456.3518392016203, nan, nan, nan]","[0.15708500600226152, 0.369223645247698, 0.33508382918674906, nan, nan, nan]",0.1041899993534967,"[0.38, -0.25, 0.03, nan, nan, nan]",0.5818253711828738
6,"[482.42083924620505, 427.96020308042176, 361.36815612387454, 200.31864189852254, 231.55362777427342, 372.8430125528447]","[0.17299387082063436, 0.3955003614928332, 0.17132962323317377, 0.22500432096305972, 0.2945195891383967, 0.1696485131937655]",2.952225296024768,"[0.39, -0.22, 0.33, 0.0, 0.0, 0.25]",1.1803650717374583
6,"[193.6051208727572, 315.3984217995044, 403.29737826702564, 466.11586429791265, 469.3940822604644, 306.77900593248637]","[0.31235762953193125, 0.2935590636912612, 0.2633640249714416, 0.3563948689542422, 0.36474199831199694, 0.32864624189267044]",0.384053566406608,"[0.4, 0.2, 0.36, -0.32, 0.08, -0.27]",1.4659043813912682
6,"[165.32919313552117, 295.9483836955616, 178.37787943507286, 350.7085178515316, 458.29891342690087, 257.3779670079514]","[0.24330090768260562, 0.20712482490496925, 0.24823451184522496, 0.3212601562312905, 0.316709827304971, 0.2811749958650798]",0.1899163684364657,"[0.28, 0.32, 0.38, -0.12, -0.05, -0.09]",0.8340161756968207
4,"[471.5669585260457, 356.2411896388652, 421.2187154262888, 371.36927026546635, nan, nan]","[0.2173275977508492, 0.22568836344843035, 0.3464737452222074, 0.3882784321726198, nan, nan]",1.4126568495357184,"[0.38, 0.36, -0.22, 0.15, nan, nan]",1.0929466043423743
5,"[381.3994727494928, 332.6135314947277, 160.17093230878754, 193.68363262661197, 300.6441390187434, nan]","[0.2773374552196932, 0.2612220768095613, 0.24153490541803516, 0.20078532548868563, 0.3636501084998478, nan]",0.1897372957668597,"[-0.18, 0.39, 0.0, 0.37, -0.33, nan]",0.7426798254614002
4,"[447.33653880159363, 339.20495461773544, 259.7532220927966, 289.7755315959471, nan, nan]","[0.2037670596122056, 0.28931552894064605, 0.3739180475746821, 0.16067750176886314, nan, nan]",1.065925998432781,"[0.38, -0.2, -0.26, 0.29, nan, nan]",0.7994243036793174
2,"[401.3365821164499, 311.12935485193907, nan, nan, nan, nan]","[0.3915155509082845, 0.20101275823450493, nan, nan, nan, nan]",0.5846791218012914,"[0.4, 0.4, nan, nan, nan, nan]",1.9210079770394748
6,"[464.9897297506244, 331.5150145084723, 254.56535094759792, 218.57682918052254, 202.76691522052909, 195.31536813442148]","[0.20788650037941162, 0.31236800183316593, 0.240042076948627, 0.21794114324356897, 0.32491679997847733, 0.1914902012541735]",2.963706422468305,"[0.4, 0.05, 0.38, 0.36, -0.11, 0.37]",1.4453809208516315
2,"[340.1459316026017, 308.08229072426417, nan, nan, nan, nan]","[0.3406936160851091, 0.30849328655193986, nan, nan, nan, nan]",0.1405528855696547,"[0.4, 0.4, nan, nan, nan, nan]",1.298136460994335
6,"[314.1612254778552, 481.4648375614835, 370.43072002506676, 310.27930766552106, 192.87750067013573, 470.23075738102847]","[0.28718434438965235, 0.1947753323934947, 0.22592851138760656, 0.31569014932280814, 0.36221878371982663, 0.3789364773820296]",2.5534226478417765,"[0.26, 0.4, 0.4, -0.19, -0.24, -0.04]",1.5307959609777415
4,"[331.34284414125295, 296.5290550023898, 413.1667231124353, 417.2101621302277, nan, nan]","[0.1812904350550939, 0.25568259490434475, 0.20758600791986628, 0.1798997622678181, nan, nan]",0.8828514705113777,"[0.22, -0.07, 0.01, 0.39, nan, nan]",0.7378023036829396
2,"[337.72898212131827, 439.52197713608405, nan, nan, nan, nan]","[0.17241215878167118, 0.1804511006545954, nan, nan, nan, nan]",2.082124717667674,"[0.4, 0.4, nan, nan, nan, nan]",1.0856699514644077
3,"[219.8603804325113, 327.9879174843146, 483.7130708269216, nan, nan, nan]","[0.16583617129190553, 0.3502652705224981, 0.2738831959774617, nan, nan, nan]",0.1739664639256088,"[0.12, -0.28, 0.4, nan, nan, nan]",0.885055683073395
5,"[350.822500412197, 242.79422802652152, 159.40545650055972, 204.6352053231179, 180.11711682151622, nan]","[0.3909043005655687, 0.19334389651275286, 0.29879258032371725, 0.20833090434211085, 0.2653298925202838, nan]",0.0159931735461538,"[0.05, 0.35000000000000003, -0.04, 0.39, -0.08, nan]",0.5474581382570868
4,"[205.46593091653892, 348.15763663016673, 253.4232507288736, 344.8045341189217, nan, nan]","[0.23083306558461994, 0.1538880832751303, 0.3864617659653554, 0.17571328463591349, nan, nan]",1.292130737517403,"[-0.02, 0.36, -0.12, 0.37, nan, nan]",0.709060596006303
5,"[181.59446253565926, 410.8778421649468, 258.8041643658789, 340.775206472681, 469.13387154168873, nan]","[0.337671299008221, 0.158684325722316, 0.19499888017914954, 0.37697256402344603, 0.17473173256127408, nan]",0.2867123906664715,"[-0.16, 0.35000000000000003, 0.06, -0.19, 0.07, nan]",0.549578529833374
2,"[409.95911630544066, 343.48140359983705, nan, nan, nan, nan]","[0.26559068093536564, 0.32310099581490404, nan, nan, nan, nan]",0.6919608672939814,"[0.39, 0.4, nan, nan, nan, nan]",1.310113092168849
6,"[190.83905330175412, 362.8103596675936, 292.467252635665, 248.046777296835, 473.4478498337816, 402.545345940229]","[0.3108896462309708, 0.3122718116071177, 0.33962710396315643, 0.222570070953469, 0.3311678370355018, 0.39251428554593176]",0.012389610926996,"[0.07, 0.39, 0.0, 0.32, -0.01, -0.03]",1.0252218525325527
5,"[436.06453418112244, 438.1178321005642, 475.62854504586824, 401.6177953642972, 451.6152904940662, nan]","[0.3995953089446022, 0.24600178562966496, 0.19861676237691414, 0.33346250621226003, 0.34784538711310153, nan]",2.068168011322217,"[0.18, 0.39, 0.39, -0.11, 0.1, nan]",1.2741293764257895
4,"[166.9567342440298, 260.2475355435451, 379.71849016001664, 483.0570136407326, nan, nan]","[0.33438396951770966, 0.27890358050487846, 0.1815549743664113, 0.39299466570349784, nan, nan]",1.4775582646047858,"[-0.24, 0.32, 0.36, 0.4, nan, nan]",1.9467252527241583
3,"[448.5396949857217, 426.24917395091865, 422.745529806447, nan, nan, nan]","[0.16731218355389985, 0.33408641434134356, 0.3693212877602309, nan, nan, nan]",0.6679452351589565,"[0.4, 0.21, -0.13, nan, nan, nan]",1.1176536750889423
4,"[419.9488390152779, 390.20990290928387, 482.2937386224581, 450.69996706446256, nan, nan]","[0.37009269192733707, 0.2816064468477998, 0.37215400291224254, 0.3401432744462173, nan, nan]",0.4988965184959637,"[0.14, 0.39, 0.1, 0.36, nan, nan]",1.5852422361647298
5,"[287.4560783013414, 320.635271402628, 338.93213759894263, 323.38407191776275, 404.09364851030955, nan]","[0.23277476369219052, 0.15187924583739312, 0.29834813138226357, 0.24998468117941178, 0.23011344520863616, nan]",1.3739514398355446,"[0.14, 0.4, -0.21, 0.36, 0.1, nan]",1.1811280499283268
5,"[156.0948633378574, 418.1764940359686, 264.8944909155886, 213.41059203228892, 199.29162439894236, nan]","[0.260557442851156, 0.2843545433826058, 0.1924192891689512, 0.2461520537405009, 0.2753248206758247, nan]",0.2282275104087128,"[0.12, -0.14, 0.38, 0.39, 0.03, nan]",0.7246278729321235
5,"[453.6090193438006, 369.015614462186, 213.45869540831706, 416.19127150922304, 207.2607722014675, nan]","[0.19597863169136645, 0.3210913670980088, 0.16655484864939665, 0.18458588644829396, 0.20102068364632605, nan]",0.3251980025306478,"[0.0, -0.09, 0.24, 0.34, 0.0, nan]",0.6380065643073278
6,"[171.58872133463638, 247.86261150463866, 451.0507025108824, 283.57679221200453, 221.5240033883398, 408.42403487821684]","[0.3440899972663243, 0.20451914532961643, 0.16640907782561534, 0.3021663937895732, 0.2705811677866569, 0.15861590191386676]",4.076291440648038,"[-0.26, -0.04, 0.37, 0.39, 0.39, 0.4]",1.7257239242465998
3,"[494.49521588099367, 359.0969918453252, 358.44247669304394, nan, nan, nan]","[0.28068434061793895, 0.15922378127701564, 0.1761887500350645, nan, nan, nan]",2.897287189126927,"[0.34, 0.4, 0.35000000000000003, nan, nan, nan]",1.5139225730535386
6,"[405.12525364772193, 432.49820734599683, 315.08593141180864, 291.5413231553638, 275.7461313413784, 170.8365077903813]","[0.3678676947417692, 0.2536158757453174, 0.20600898410361984, 0.25952103998650344, 0.25491164066667804, 0.3066191420633656]",1.5124980275435485,"[0.1, 0.38, 0.39, 0.21, -0.01, -0.02]",1.3875158443548326
4,"[260.2351110328879, 170.07071943936833, 304.2284381219065, 437.0113649319618, nan, nan]","[0.2940356703603463, 0.36146829710639305, 0.19946492739536187, 0.15884009958892306, nan, nan]",3.021885840687075,"[0.39, 0.34, 0.4, 0.4, nan, nan]",1.5811721415265148
4,"[316.00665497189937, 237.25562417316644, 173.678152247742, 283.0370670782487, nan, nan]","[0.38678610877130076, 0.1895867337701724, 0.19245214819038103, 0.3795136692772151, nan, nan]",1.342014378100559,"[0.4, 0.38, 0.4, 0.38, nan, nan]",1.8213683435262915
5,"[173.04132056388715, 177.1737061188806, 179.56612279066084, 377.42213925875126, 447.8331875859924, nan]","[0.33502886958328115, 0.2652642924800416, 0.19206866545445783, 0.30826083972536517, 0.3545726929473951, nan]",0.3546723814501495,"[0.08, 0.29, 0.38, 0.36, 0.0, nan]",1.1469934437590117
5,"[430.45046216800034, 493.521419599396, 267.71467695823355, 390.0777438102558, 410.0548296732853, nan]","[0.319006076197243, 0.39115414808734905, 0.19979867879523225, 0.36979442666428197, 0.34558200200028755, nan]",0.4938041745419419,"[0.36, -0.05, 0.4, 0.08, -0.16, nan]",1.1220375507767686
6,"[321.58830830631234, 214.18518404948153, 386.72350204048394, 490.84746397433145, 498.87626255503, 486.95529396446415]","[0.1736409089868772, 0.3484263410923777, 0.2664283128309832, 0.30574875205247165, 0.38586989683159634, 0.3624321044693256]",1.5319623089808654,"[0.36, 0.39, 0.39, -0.04, -0.3, -0.02]",1.3780643191600308
6,"[236.49364879787043, 154.84623635732544, 308.19750958098416, 207.13489647930976, 338.3855640334274, 263.6940656653168]","[0.2897054323008862, 0.30982665120439506, 0.255252912506545, 0.3730462644903535, 0.16616155353262724, 0.20931404988086103]",1.4482270754958426,"[0.35000000000000003, -0.2, -0.12, 0.12, 0.36, 0.38]",1.0623353108897868
3,"[498.09279011830034, 435.58362239939424, 470.06483187228923, nan, nan, nan]","[0.2697398062348665, 0.24123768164502643, 0.20733273446032283, nan, nan, nan]",1.6766625875602092,"[-0.04, 0.39, 0.35000000000000003, nan, nan, nan]",1.190601519751936
6,"[279.62565495417743, 425.6397656413021, 492.1095472774846, 233.1843694007262, 249.09403800990168, 328.3575766039669]","[0.2540419573696937, 0.2854995883734197, 0.3587118187365155, 0.2498891053357983, 0.35368632343540013, 0.18480772043341345]",2.379102796235925,"[0.31, 0.34, -0.12, 0.4, 0.07, 0.36]",1.8107135171650932
3,"[425.5091707332162, 184.76100102799444, 374.3919520015405, nan, nan, nan]","[0.2907209922346983, 0.3916953513532984, 0.15140687609655992, nan, nan, nan]",1.590947634725378,"[0.4, -0.32, 0.39, nan, nan, nan]",1.1143109064738743
5,"[424.5658612769318, 454.3552176888631, 338.36355668485277, 180.15401227153, 185.88808500531113, nan]","[0.16907883885603392, 0.2773325411561592, 0.1916122656867763, 0.36881971900447397, 0.15663755007979224, nan]",3.6245209731282433,"[0.38, 0.34, 0.35000000000000003, 0.1, 0.34, nan]",1.7238897490521488
6,"[409.9938338914823, 424.35488315086826, 235.802061485399, 450.31376122453946, 391.4015667299479, 313.9855354509599]","[0.31108464582223594, 0.2390599373811657, 0.3203302470484941, 0.23203267244864156, 0.2984730280135842, 0.18008482949238555]",3.720144853165822,"[-0.2, 0.39, 0.3, 0.4, -0.21, 0.39]",1.989829482792204
6,"[152.41113659272503, 442.8968121565399, 482.51599554296615, 265.82639468517044, 319.55052148303537, 282.3789007501884]","[0.24187126555698513, 0.1634114580603312, 0.188715362736282, 0.3068753663928821, 0.37169336938510833, 0.2994770345254195]",4.500922404123956,"[0.0, 0.4, 0.4, 0.4, 0.04, 0.37]",1.9506935434427075
5,"[446.8332479837088, 468.7037935685488, 353.17647678599633, 303.99384590356436, 278.9081836341155, nan]","[0.18287058308938534, 0.15198671701034686, 0.2761255803201591, 0.2926282512300581, 0.318947849496805, nan]",1.4936287505489598,"[0.4, 0.22, -0.08, -0.14, -0.09, nan]",0.8426799705193283
2,"[308.69103359845064, 410.11826078377413, nan, nan, nan, nan]","[0.26175588589824467, 0.3085836247781816, nan, nan, nan, nan]",0.416798885025984,"[0.37, 0.38, nan, nan, nan, nan]",1.2225135086764565
5,"[342.345707039998, 408.20563998046333, 423.6645326685246, 212.3045049700996, 224.72813174115788, nan]","[0.2201236697870886, 0.25697747007760496, 0.2329148305618801, 0.15612726620526138, 0.33221888354463236, nan]",2.1692930825328194,"[0.38, 0.39, 0.03, 0.38, -0.14, nan]",1.298157555997701
4,"[352.5779069955763, 282.25080402113656, 169.15324565399, 370.28757073168117, nan, nan]","[0.3304526435603541, 0.30968137115481276, 0.23492692675179933, 0.26466624639926056, nan, nan]",0.1336599950306338,"[-0.19, 0.4, -0.01, 0.34, nan, nan]",1.0956477946797656
3,"[265.82309249648455, 489.0827278576096, 400.68841858114837, nan, nan, nan]","[0.2795501964065671, 0.20469926545278097, 0.238598662123572, nan, nan, nan]",1.5859743660817294,"[-0.19, 0.4, 0.32, nan, nan, nan]",1.153138878243798
